,Utility_sampled,Utility,Best_Utility
0,0.5126360951182483,0.045293422509459044,0.875412297211442
1,0.8730172180711229,0.8730172180711229,0.875412297211442
2,0.8730172180711229,0.6865818271867115,0.875412297211442
3,0.8730172180711229,0.7738305871379794,0.875412297211442
4,0.8730172180711229,0.7015513542521624,0.875412297211442
5,0.8730172180711229,0.7413429053752715,0.875412297211442
6,0.8730172180711229,0.8729027298958215,0.875412297211442
7,0.8730172180711229,0.8498677322923474,0.875412297211442
8,0.8592128781298584,0.8592128781298584,0.875412297211442
9,0.8592128781298584,0.8331087534631876,0.875412297211442
10,0.8592128781298584,0.8623494980425829,0.875412297211442
11,0.8592128781298584,0.8727992237405904,0.875412297211442
12,0.8592128781298584,0.8714781932046024,0.875412297211442
13,0.8592128781298584,0.8386950021616153,0.875412297211442
14,0.8592128781298584,0.8418370889346088,0.875412297211442
15,0.8592128781298584,0.8736395332650411,0.875412297211442
16,0.8592128781298584,0.4633636721152693,0.875412297211442
17,0.8592128781298584,0.7886539774648696,0.875412297211442
18,0.8592128781298584,0.8320518707859121,0.875412297211442
19,0.8592128781298584,0.8750686507291822,0.875412297211442
20,0.8592128781298584,0.8565711252201212,0.875412297211442
21,0.8592128781298584,0.8695092925464435,0.875412297211442
22,0.8592128781298584,0.8415202528302543,0.875412297211442
23,0.8592128781298584,0.8695035021389285,0.875412297211442
24,0.8592128781298584,0.8544829895555938,0.875412297211442
25,0.8592128781298584,0.8751568523961226,0.875412297211442
26,0.8656930912689179,0.8656930912689179,0.875412297211442
27,0.8656930912689179,0.8705936453825457,0.875412297211442
28,0.8656930912689179,0.8743313069291794,0.875412297211442
29,0.8656930912689179,0.8483828824372552,0.875412297211442
30,0.8656930912689179,0.8599128900107703,0.875412297211442
31,0.8656930912689179,0.8739633448022063,0.875412297211442
32,0.8656930912689179,0.8751470623882665,0.875412297211442
33,0.8656930912689179,0.8737052635213662,0.875412297211442
34,0.8656930912689179,0.8694681561976996,0.875412297211442
35,0.8656930912689179,0.8305444312127401,0.875412297211442
36,0.8656930912689179,0.8582424047426694,0.875412297211442
37,0.8656930912689179,0.8459093823464597,0.875412297211442
38,0.8656930912689179,0.8658612624760661,0.875412297211442
39,0.8656930912689179,0.8733140814506283,0.875412297211442
40,0.8656930912689179,0.847337135321621,0.875412297211442
41,0.8656930912689179,0.8663829918423062,0.875412297211442
42,0.8656930912689179,0.8545570900145644,0.875412297211442
43,0.8656930912689179,0.8679648802231025,0.875412297211442
44,0.8656930912689179,0.8144719986948068,0.875412297211442
45,0.8656930912689179,0.8739603441614402,0.875412297211442
46,0.8656930912689179,0.8753901329220979,0.875412297211442
47,0.8656930912689179,0.8562767721414735,0.875412297211442
48,0.8656930912689179,0.847336065350136,0.875412297211442
